,iata_code,name
18281,YHD,Dryden Regional Airport
18282,YHE,Hope Airport
18283,YHF,Hearst René Fontaine Municipal Airport
18284,YNS,Nemiscau Airport
18285,YHI,Ulukhaktok Holman Airport
18286,YHK,Gjoa Haven Airport
18287,YHM,John C. Munro Hamilton International Airport
18288,YHN,Hornepayne Municipal Airport
18289,YHO,Hopedale Airport
18290,YHR,Chevery Airport
18292,YHT,Haines Junction Airport
18293,YHU,Montréal / Saint-Hubert Airport
18294,YHY,Hay River / Merlyn Carter Airport
18295,YHZ,Halifax / Stanfield International Airport
18296,YIB,Atikokan Municipal Airport
18297,YDG,Digby / Annapolis Regional Airport
18298,YIF,St Augustin Airport
18299,YIK,Ivujivik Airport
18300,YIO,Pond Inlet Airport
18301,YIV,Island Lake Airport
18302,YJA,Jasper Airport
18303,YJF,Fort Liard Airport
18305,YJN,St Jean Airport
18308,YJT,Stephenville Airport
18309,YKA,Kamloops Airport
18310,YKC,Collins Bay Airport
18311,LAK,Aklavik/Freddie Carmichael Airport
18312,YKF,Waterloo Airport
18313,YWB,Kangiqsujuaq (Wakeham Bay) Airport
18314,YKJ,Key Lake Airport
18315,YKL,Schefferville Airport
18316,YKD,Kincardine Municipal Airport
18317,AKV,Akulivik Airport
18318,YKQ,Waskaganish Airport
18319,YKX,Kirkland Lake Airport
18320,YKY,Kindersley Airport
18321,YKZ,Buttonville Municipal Airport
18322,YPJ,Aupaluk Airport
18323,YLB,Lac La Biche Airport
18324,YLC,Kimmirut Airport
18325,YLD,Chapleau Airport
18326,YLH,Lansdowne House Airport
18328,YLJ,Meadow Lake Airport
18329,YSG,Lutselk'e Airport
18330,YLL,Lloydminster Airport
18331,YLQ,La Tuque Airport
18332,YLR,Leaf Rapids Airport
18333,YLK,Barrie-Orillia (Lake Simcoe Regional Airport)
18334,YLT,Alert Airport
18335,XGR,Kangiqsualujjuaq (Georges River) Airport
18336,YLW,Kelowna International Airport
18337,CYM,Chatham Seaplane Base
18338,YMA,Mayo Airport
18339,YME,Matane Airport
18340,YMG,Manitouwadge Airport
18341,YMH,Mary's Harbour Airport
18342,YMJ,Moose Jaw Air Vice Marshal C. M. McEwen Airport
18343,YML,Charlevoix Airport
18344,YMM,Fort McMurray Airport
18345,YMO,Moosonee Airport
18346,YMT,Chapais Airport
18347,YUD,Umiujaq Airport
18348,YMW,Maniwaki Airport
18349,YMX,Montreal International (Mirabel) Airport
18352,YNA,Natashquan Airport
18353,YNC,Wemindji Airport
18354,YND,Ottawa / Gatineau Airport
18355,YNE,Norway House Airport
18356,YNH,Hudsons Hope Airport
18357,YLY,Langley Airport
18358,YNL,Points North Landing Airport
18359,YNM,Matagami Airport
18361,HZP,Fort Mackay / Horizon Airport
18362,YOA,Ekati Airport
18363,YOC,Old Crow Airport
18364,YOD,CFB Cold Lake
18365,YOH,Oxford House Airport
18366,YOJ,High Level Airport
18367,YOO,Toronto/Oshawa Executive Airport
18368,YOP,Rainbow Lake Airport
18369,YOS,Owen Sound / Billy Bishop Regional Airport
18370,YOW,Ottawa Macdonald-Cartier International Airport
18373,YPA,Prince Albert Glass Field
18374,YPC,Paulatuk (Nora Aliqatchialuk Ruben) Airport
18375,YPS,Port Hawkesbury Airport
18376,YPE,Peace River Airport
18377,YPG,Portage-la-Prairie / Southport Airport
18378,YPH,Inukjuak Airport
18380,YPL,Pickle Lake Airport
18381,YPM,Pikangikum Airport
18382,YPN,Port Menier Airport
18383,YPO,Peawanuck Airport
18385,YPQ,Peterborough Airport
18386,YPR,Prince Rupert Airport
18390,YPW,Powell River Airport
18391,YPX,Puvirnituq Airport
18392,YPY,Fort Chipewyan Airport
18393,YPZ,Burns Lake Airport
18394,YQA,Muskoka Airport
18395,YQB,Quebec Jean Lesage International Airport
18396,YQD,The Pas Airport
18397,YQF,Red Deer Regional Airport
18398,YQG,Windsor Airport
18399,YQH,Watson Lake Airport
18400,YQI,Yarmouth Airport
18401,YQK,Kenora Airport
18402,YQL,Lethbridge County Airport
18403,YQM,Greater Moncton Roméo LeBlanc International Airport
18404,YQN,Nakina Airport
18405,YQQ,Comox Valley Airport / CFB Comox
18406,YQR,Regina International Airport
18407,YQS,St Thomas Municipal Airport
18408,YQT,Thunder Bay Airport
18409,YQU,Grande Prairie Airport
18410,YQV,Yorkton Municipal Airport
18411,YQW,North Battleford Airport
18412,YQX,Gander International Airport
18413,YQY,Sydney / J.A. Douglas McCurdy Airport
18414,YQZ,Quesnel Airport
18415,YRA,Rae Lakes Airport
18416,YRB,Resolute Bay Airport
18418,YRI,Rivière-du-Loup Airport
18419,YRJ,Roberval Airport
18420,YRL,Red Lake Airport
18421,YRM,Rocky Mountain House Airport
18422,YRO,Ottawa / Rockcliffe Airport
18424,YRQ,Trois-Rivières Airport
18425,YRS,Red Sucker Lake Airport
18426,YRT,Rankin Inlet Airport
18427,YRV,Revelstoke Airport
18430,YSB,Sudbury Airport
18431,YSC,Sherbrooke Airport
18432,YSD,Suffield Heliport
18433,YSE,Squamish Airport
18434,YSF,Stony Rapids Airport
18436,YSH,Smiths Falls-Montague (Russ Beach) Airport
18437,YSJ,Saint John Airport
18438,YSK,Sanikiluaq Airport
18439,YSL,St Leonard Airport
18440,YSM,Fort Smith Airport
18441,YCM,Niagara District Airport
18442,YSP,Marathon Airport
18445,YST,St. Theresa Point Airport
18446,YSU,Summerside Airport
18448,YSY,Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport
18450,YTA,Pembroke Airport
18451,YTE,Cape Dorset Airport
18452,YTF,Alma Airport
18453,YTH,Thompson Airport
18454,YTL,Big Trout Lake Airport
18456,YTQ,Tasiujaq Airport
18457,YTR,CFB Trenton
18458,YTS,Timmins/Victor M. Power
18459,YTZ,Billy Bishop Toronto City Centre Airport
18460,YUB,Tuktoyaktuk Airport
18461,YUL,Montreal / Pierre Elliott Trudeau International Airport
18462,YUT,Naujaat Airport
18463,YUX,Hall Beach Airport
18464,YUY,Rouyn Noranda Airport
18465,YVB,Bonaventure Airport
18466,YVC,La Ronge Airport
18468,YVG,Vermilion Airport
18469,YVE,Vernon Airport
18470,YCK,Tommy Kochon Airport
18471,YVM,Qikiqtarjuaq Airport
18472,YVO,Val-d'Or Airport
18473,YVP,Kuujjuaq Airport
18474,YVQ,Norman Wells Airport
18475,YVR,Vancouver International Airport
18476,YVT,Buffalo Narrows Airport
18477,YVV,Wiarton Airport
18478,YVZ,Deer Lake Airport
18479,YWA,Petawawa Airport
18480,YWG,Winnipeg / James Armstrong Richardson International Airport
18481,YWH,Victoria Harbour Seaplane Base
18482,YWJ,Déline Airport
18483,YWK,Wabush Airport
18484,YWL,Williams Lake Airport
18486,YWP,Webequie Airport
18488,YWY,Wrigley Airport
18489,YXC,Cranbrook/Canadian Rockies International Airport
18490,YXD,Edmonton City Centre (Blatchford Field) Airport
18491,YXE,Saskatoon John G. Diefenbaker International Airport
18492,YXH,Medicine Hat Airport
18493,YXI,Bonnechere Airport
18494,YXJ,Fort St John Airport
18495,YXK,Rimouski Airport
18496,YXL,Sioux Lookout Airport
18497,YXN,Whale Cove Airport
18498,YXP,Pangnirtung Airport
18499,YXQ,Beaver Creek Airport
18500,YXR,Earlton (Timiskaming Regional) Airport
18501,YXS,Prince George Airport
18502,YXT,Northwest Regional Airport Terrace-Kitimat
18503,YXU,London Airport
18504,YXX,Abbotsford International Airport
18505,YXY,Whitehorse / Erik Nielsen International Airport
18506,YXZ,Wawa Airport
18507,YYB,North Bay Jack Garland Airport
18508,YYC,Calgary International Airport
18509,YYD,Smithers Airport
18510,YYE,Fort Nelson Airport
18511,YYF,Penticton Airport
18512,YYG,Charlottetown Airport
18513,YYH,Taloyoak Airport
18514,YYJ,Victoria International Airport
18515,YYL,Lynn Lake Airport
18516,YYM,Cowley Airport
18517,YYN,Swift Current Airport
18519,YYQ,Churchill Airport
18520,YYR,Goose Bay Airport
18521,YYT,St. John's International Airport
18522,YYU,Kapuskasing Airport
18523,YYW,Armstrong Airport
18524,YYY,Mont Joli Airport
18525,YYZ,Lester B. Pearson International Airport
18527,YZE,Gore Bay Manitoulin Airport
18528,YZF,Yellowknife International Airport
18529,YZG,Salluit Airport
18530,YZH,Slave Lake Airport
18531,YZP,Sandspit Airport
18532,YZR,Chris Hadfield Airport
18533,YZS,Coral Harbour Airport
18534,YZT,Port Hardy Airport
18535,YZU,Whitecourt Airport
18536,YZV,Sept-Îles Airport
18537,YZW,Teslin Airport
18538,YZX,CFB Greenwood
18723,ZAC,York Landing Airport
18724,YSN,Shuswap Regional Airport
18726,YDT,Boundary Bay Airport
18727,ILF,Ilford Airport
18728,ZBF,Bathurst Airport
18729,ZBM,Bromont (Roland Desourdy) Airport
18730,KES,Kelsey Airport
18731,ZEM,Eastmain River Airport
18732,ZFA,Faro Airport
18733,ZFD,Fond-Du-Lac Airport
18734,XPK,Pukatawagan Airport
18735,ZFM,Fort Mcpherson Airport
18736,ZFN,Tulita Airport
18737,ZGF,Grand Forks Airport
18738,ZGI,Gods River Airport
18739,ZGR,Little Grand Rapids Airport
18740,ZHP,High Prairie Airport
18741,CZJ,Corazón de Jesús Airport
18742,ZJG,Jenpeg Airport
18743,ZJN,Swan River Airport
18744,CZK,Cascade Locks State Airport
18745,ZKE,Kashechewan Airport
18746,YTD,Thicket Portage Airport
18747,MSA,Muskrat Dam Airport
18748,ZMH,South Cariboo Region / 108 Mile Airport
18749,PIW,Pikwitonei Airport
18750,ZMT,Masset Airport
18751,CZN,Chisana Airport
18752,XPP,Poplar River Airport
18754,CZO,Chistochina Airport
18755,ZPB,Sachigo Lake Airport
18756,WPC,Pincher Creek Airport
18757,ZPO,Pinehouse Lake Airport
18758,ZRJ,Round Lake (Weagamow Lake) Airport
18759,ZSJ,Sandy Lake Airport
18760,XSI,South Indian Lake Airport
18761,ZST,Stewart Airport
18762,ZSW,Prince Rupert/Seal Cove Seaplane Base
18763,YDV,Bloodvein River Airport
18764,ZTM,Shamattawa Airport
18765,ZUC,Ignace Municipal Airport
18766,ZUM,Churchill Falls Airport
18768,XLB,Lac Brochet Airport
18769,ZWL,Wollaston Lake Airport
18780,IUA,Canandaigua Airport
18791,DJN,Delta Junction Airport
18811,MQV,Mostaganem Airport
18814,QLD,Blida Airport
18815,BUJ,Bou Saada Airport
18816,BJA,Soummam – Abane Ramdane Airport
18818,ALG,Houari Boumediene Airport
18819,DJG,Djanet Inedbirene Airport
18823,VVZ,Illizi Takhamalt Airport
18825,QSF,Ain Arnat Airport
18826,TMR,Aguenar – Hadj Bey Akhamok Airport
18827,GJL,Jijel Ferhat Abbas Airport
18830,MZW,Mecheria Airport
18832,AAE,Rabah Bitat Airport
18833,CZL,Mohamed Boudiaf International Airport
18834,QMH,Oum El Bouaghi Air Base
18836,TEE,Cheikh Larbi Tébessi Airport
18837,BLJ,Batna Mostefa Ben Boulaid Airport
18838,DAF,Daup Airport
18839,HRM,Hassi R'Mel Airport
18840,QDJ,Tsletsi Airport
18841,DAH,Dathina Airport
18843,DAO,Dabo Airport
18844,TID,Abdelhafid Boussouf Bou Chekif Airport
18847,TIN,Tindouf Airport
18848,CFK,Chlef Aboubakr Belkaid International Airport
18849,TAF,Oran Tafraoui Airport
18850,TLM,Zenata – Messali El Hadj Airport
18851,ORN,Oran International Airport Ahmed Ben Bella
18852,CBH,Béchar Boudghene Ben Ali Lotfi Airport
18853,BFW,Sidi Bel Abbes Airport
18854,MUW,Ghriss Airport
18855,EBH,El Bayadh Airport
18856,INF,In Guezzam Airport
18857,BMW,Bordj Badji Mokhtar Airport
18858,AZR,Touat Cheikh Sidi Mohamed Belkebir Airport
18859,BSK,Biskra - Mohamed Khider Airport
18860,ELG,El Golea Airport
18861,GHA,Noumérat - Moufdi Zakaria Airport
18862,HME,Hassi Messaoud-Oued Irara Krim Belkacem Airport
18863,INZ,In Salah Airport
18864,TGR,Touggourt Sidi Madhi Airport
18865,LOO,Laghouat - Molay Ahmed Medeghri Airport
18866,ELU,Guemar Airport
18867,TMX,Timimoun Airport
18868,OGX,Ain Beida Airport
18869,IAM,Zarzaitine - In Aménas Airport
18870,COO,Cadjehoun Airport
18872,DJA,Djougou Airport
18873,KDC,Kandi Airport
18874,NAE,Natitingou Airport
18876,PKO,Parakou Airport
18878,SVF,Savé Airport
18879,DBC,Baicheng Chang'an Airport
18880,DBK,Dutch Bay SPB
18881,DBP,Debepare Airport
18882,DBU,Dambulu Oya Tank Seaplane Base
18898,DCG,Dubai Creek SPB
18899,DCK,Dahl Creek Airport
18900,DCR,Decatur HI-Way Airfield
18901,DDM,Dodoima Airport
19321,HDB,Heidelberg Army Helicopter Base
19330,PHM,Böblingen Flugfeld
19331,PHM,Böblingen Flugfeld
19393,DEQ,Deqing Moganshan Airport
19394,DER,Derim Airport
19395,DEX,Nop Goliat Airport
19396,XKY,Kaya Airport
19398,OUG,Ouahigouya Airport
19403,XDJ,Djibo Airport
19405,XLU,Leo Airport
19407,PUP,Po Airport
19413,XBO,Boulsa Airport
19414,XBG,Bogande Airport
19416,DIP,Diapaga Airport
19417,DOR,Dori Airport
19418,FNG,Fada N'gourma Airport
19419,XGG,Gorom-Gorom Airport
19421,XKA,Kantchari Airport
19422,TMQ,Tambao Airport
19424,XPA,Pama Airport
19425,ARL,Arly Airport
19426,XSE,Sebba Airport
19427,TEG,Tenkodogo Airport
19429,XZA,Zabré Airport
19430,OUA,Ouagadougou Airport
19432,BNR,Banfora Airport
19433,DGU,Dedougou Airport
19435,XGA,Gaoua Airport
19438,XNU,Nouna Airport
19439,BOY,Bobo Dioulasso Airport
19442,TUQ,Tougan Airport
19443,XDE,Diebougou Airport
19444,XAR,Aribinda Airport
19445,ACC,Kotoka International Airport
19446,DGG,Fishermans Airfield
19447,TML,Tamale Airport
19451,DGM,Dandugama Seaplane Base
19452,KMS,Kumasi Airport
19453,NYI,Sunyani Airport
19454,TKD,Takoradi Airport
19455,DHB,Deer Harbor SPB
19456,DHG,Dalnegorsk Airport
19457,DHL,Ad-Dali Airport
19458,ABO,Aboisso Airport
19459,ABJ,Félix-Houphouët-Boigny International Airport
19460,OGO,Abengourou Airport
19462,BXI,Boundiali Airport
19463,BYK,Bouaké Airport
19464,BQO,Bouna Airport
19465,BDK,Soko Airport
19467,DIM,Dimbokro Airport
19468,DJO,Daloa Airport
19469,FEK,Ferkessedougou Airport
19470,GGN,Gagnoa Airport
19471,GGO,Guiglo Airport
19472,BBV,Nero-Mer Airport
19473,HGO,Korhogo Airport
19474,MJC,Man Airport
19475,KEO,Odienne Airport
19476,OFI,Ouango Fitini Airport
19477,SEO,Seguela Airport
19478,SPY,San Pedro Airport
19479,ZSS,Sassandra Airport
19480,TXU,Tabou Airport
19481,TOZ,Mahana Airport
19482,DIW,Mawella Lagoon Seaplane Base
19483,ASK,Yamoussoukro Airport
19529,DLC,Dalian Jinzhouwan International Airport (under construction)
19530,DLR,Dalnerechensk Airport
19538,DKA,Katsina Airport
19539,ABV,Nnamdi Azikiwe International Airport
19540,QUO,Akwa Ibom International Airport
19541,AKR,Akure Airport
19542,ABB,Asaba International Airport
19544,BCU,Sir Abubakar Tafawa Balewa International Airport
19545,BNI,Benin Airport
19547,CBQ,Margaret Ekpo International Airport
19549,ENU,Akanu Ibiam International Airport
19553,IBA,Ibadan Airport
19554,ILR,Ilorin International Airport
19555,QOW,Sam Mbakwe International Airport
19557,JOS,Yakubu Gowon Airport
19558,KAD,Kaduna Airport
19559,KAN,Mallam Aminu International Airport
19560,MIU,Maiduguri International Airport
19561,MDI,Makurdi Airport
19562,LOS,Murtala Muhammed International Airport
19563,MXJ,Minna Airport
19565,PHC,Port Harcourt International Airport
19566,SKO,Sadiq Abubakar III International Airport
19567,YOL,Yola Airport
19568,ZAR,Zaria Airport
19572,DOO,Dorobisoro Airport
19573,DOS,Dios Airport
19574,DPK,Deer Park Airport
19575,DPT,Deputatskiy Airport
19576,DPU,Dumpu Airport
19577,DQA,Saertu Airport
19586,MFQ,Maradi Airport
19587,NIM,Diori Hamani International Airport
19589,THZ,Tahoua Airport
19591,AJY,Mano Dayak International Airport
19596,RLT,Arlit Airport
19599,ZND,Zinder Airport
19601,DSG,Dilasag Airport
19606,TBJ,Tabarka 7 Novembre Airport
19607,MIR,Monastir Habib Bourguiba International Airport
19608,TUN,Tunis Carthage International Airport
19611,GAF,Gafsa Ksar International Airport
19612,GAE,Gabès Matmata International Airport
19614,DJE,Djerba Zarzis International Airport
19615,EBM,El Borma Airport
19616,SFA,Sfax Thyna International Airport
19617,TOE,Tozeur Nefta International Airport
19618,DVD,Andavadoaka Airport
19619,DWO,Diyawanna Oya Seaplane Base
19620,DWR,Dwyer Airport
19621,DWS,Walt Disney World Airport / Lake Buena Vista STOLport
19626,LRL,Niamtougou International Airport
19628,LFW,Lomé–Tokoin International Airport
19659,EAL,Elenak Airport
19668,ANR,Antwerp International Airport (Deurne)
19678,BRU,Brussels Airport
19686,CRL,Brussels South Charleroi Airport
19726,KJK,Wevelgem Airport
19734,LGG,Liège Airport
19767,EBO,Ebon Airport
19772,OST,Ostend-Bruges International Airport
19853,MZD,Méndez Airport
19854,EDA,Edna Bay Seaplane Base
19856,AOC,Altenburg-Nobitz Airport
19860,HDF,Heringsdorf Airport
19873,IES,Riesa-Göhlis Airport
19876,REB,Rechlin-Lärz Airport
19880,CSO,Cochstedt Airport
19885,BBH,Barth Airport
19890,ZMG,"Magdeburg ""City"" Airport"
19891,FNB,Neubrandenburg Airport
19906,CBU,Cottbus-Drewitz Airport
19909,GTI,Flugplatz Güttin / Rügen
19913,KOQ,Köthen Airport
19918,PEF,Peenemünde Airport
19928,BER,Berlin Brandenburg Airport
19929,DRS,Dresden Airport
19930,ERF,Erfurt Airport
19931,FRA,Frankfurt am Main Airport
19932,FMO,Münster Osnabrück Airport
19933,HAM,Hamburg Helmut Schmidt Airport
19934,THF,Berlin Tempelhof International Airport
19935,CGN,Cologne Bonn Airport
19936,DUS,Düsseldorf Airport
19937,MUC,Munich Airport
19938,NUE,Nuremberg Airport
19939,LEJ,Leipzig/Halle Airport
19940,SCN,Saarbrücken Airport
19941,STR,Stuttgart Airport
19942,TXL,Berlin-Tegel Otto Lilienthal Airport
19943,HAJ,Hannover Airport
19944,BRE,Bremen Airport
19962,HHN,Frankfurt-Hahn Airport
19967,MHG,Mannheim-City Airport
19983,EIB,Eisenach-Kindel Airport
19996,SGE,Siegerland Airport
20009,XFW,Hamburg-Finkenwerder Airport
20010,KEL,Kiel-Holtenau Airport
20011,LBC,Lübeck Blankensee Airport
20013,EUM,Neumünster Airport
20020,FMM,Memmingen Allgau Airport
20022,AAH,Aachen-Merzbrück Airport
20023,BNJ,Bonn-Hangelar Airport
20042,ESS,Essen Mulheim Airport
20046,BFE,Bielefeld Airport
20050,MGL,Mönchengladbach Airport
20052,PAD,Paderborn Lippstadt Airport
20058,NRN,Weeze Airport
20059,DTM,Dortmund Airport
20063,AGB,Augsburg Airport
20076,OBF,Oberpfaffenhofen Airport
20079,RBM,Straubing Airport
20109,FDH,Friedrichshafen Airport
20125,SZW,Schwerin Parchim Airport
20159,BYU,Bayreuth Airport
20160,URD,Burg Feuerstein Airport
20162,GHF,Giebelstadt Airport
20167,HOQ,Hof-Plauen Airport
20179,BBJ,Bitburg Airport
20198,ZQW,Zweibrücken Airport
20200,FKB,Karlsruhe Baden-Baden Airport
20222,LHA,Lahr Airport
20247,BWE,Braunschweig-Wolfsburg Airport
20253,KSF,Kassel-Calden Airport
20267,BRV,Bremerhaven Airport
20269,XLW,Lemwerder Airport
20270,EME,Emden Airport
20272,AGE,Wangerooge Airport
20274,WVN,Wilhelmshaven-Mariensiel Airport
20275,JUI,Juist Airport
20277,LGO,Langeoog Airport
20283,BMK,Borkum Airport
20284,NOD,Norden-Norddeich Airport
20285,VAC,Varrelbusch Airport
20288,NRD,Norderney Airport
20289,BMR,Baltrum Airport
20291,HEI,Heide-Büsum Airport
20295,FLF,Flensburg-Schäferhaus Airport
20297,HGL,Helgoland-Düne Airport
20299,QHU,Husum-Schwesing Airport
20304,PSH,St. Peter-Ording Airport
20311,GWT,Westerland Sylt Airport
20312,OHR,Wyk auf Föhr Airport
20333,KDL,Kärdla Airport
20334,URE,Kuressaare Airport
20341,EPU,Pärnu Airport
20349,TLL,Lennart Meri Tallinn Airport
20351,TAY,Tartu Airport
20360,ENF,Enontekio Airport
20363,EFG,Efogi Airport
20365,KEV,Halli Airport
20367,HEM,Helsinki Malmi Airport
20371,HEL,Helsinki Vantaa Airport
20378,HYV,Hyvinkää Airfield
20383,KTQ,Kitee Airport
20384,IVL,Ivalo Airport
20388,JOE,Joensuu Airport
20391,JYV,Jyväskylä Airport
20392,KAU,Kauhava Airfield
20393,KEM,Kemi-Tornio Airport
20396,KAJ,Kajaani Airport
20397,KHJ,Kauhajoki Airfield
20398,KOK,Kokkola-Pietarsaari Airport
20403,KAO,Kuusamo Airport
20404,KTT,Kittilä Airport
20405,KUO,Kuopio Airport
20408,QLF,Lahti Vesivehmaa Airport
20411,LPP,Lappeenranta Airport
20413,MHQ,Mariehamn Airport
20415,MIK,Mikkeli Airport
20422,OUL,Oulu Airport
20431,POR,Pori Airport
20439,RVN,Rovaniemi Airport
20443,SVL,Savonlinna Airport
20445,SJY,Seinäjoki Airport
20447,SOT,Sodankyla Airport
20450,TMP,Tampere-Pirkkala Airport
20452,TKU,Turku Airport
20454,UTI,Utti Air Base
20455,VAA,Vaasa Airport
20459,VRK,Varkaus Airport
20463,YLI,Ylivieska Airfield
20477,AUE,Abu Rudeis Airport
20485,BFS,Belfast International Airport
20486,ENK,Enniskillen/St Angelo Airport
20487,BHD,George Best Belfast City Airport
20489,LDY,City of Derry Airport
20494,BHX,Birmingham International Airport
20497,CVT,Coventry Airport
20500,GLO,Gloucestershire Airport
20501,ORM,Sywell Aerodrome
20504,NQT,Nottingham Airport
20506,GBA,Cotswold Airport
20514,MAN,Manchester Airport
20523,DSA,Robin Hood Doncaster Sheffield Airport
20534,UPV,Upavon Aerodrome
20535,LYE,RAF Lyneham
20545,YEO,RNAS Yeovilton
20547,CAL,Campbeltown Airport
20548,EOI,Eday Airport
20549,FIE,Fair Isle Airport
20551,WHS,Whalsay Airport
20552,COL,Coll Airport
20553,NRL,North Ronaldsay Airport
20554,OBN,Oban Airport
20555,PPW,Papa Westray Airport
20556,SOY,Stronsay Airport
20557,NDY,Sanday Airport
20558,LWK,Lerwick / Tingwall Airport
20559,WRY,Westray Airport
20560,CSA,Colonsay Airstrip
20564,HAW,Haverfordwest Airport
20565,CWL,Cardiff International Airport
20566,SWS,Swansea Airport
20568,BRS,Bristol Airport
20569,LPL,Liverpool John Lennon Airport
20570,LTN,London Luton Airport
20573,LEQ,Land's End Airport
20574,PLH,Plymouth City Airport
20575,ISC,St. Mary's Airport
20578,BOH,Bournemouth Airport
20579,SOU,Southampton Airport
20580,BBP,Bembridge Airport
20581,PZE,Penzance Heliport
20586,NQY,Newquay Cornwall Airport
20587,QUG,Goodwood Aerodrome
20592,ACI,Alderney Airport
20593,GCI,Guernsey Airport
20594,JER,Jersey Airport
20595,ESH,Shoreham Airport
20596,BQH,London Biggin Hill Airport
20601,LGW,London Gatwick Airport
20603,WEM,RAF West Malling
20604,KRH,Redhill Aerodrome
20606,LCY,London City Airport
20608,FAB,Farnborough Airport
20611,BBS,Blackbushe Airport
20612,LHR,London Heathrow Airport
20619,SEN,Southend Airport
20620,LYX,Lydd Airport
20622,MSE,Kent International Airport (Manston)
20624,LYM,Lympne Airport
20629,CAX,Carlisle Airport
20634,BLK,Blackpool International Airport
20636,HUY,Humberside Airport
20637,BWF,Barrow Walney Island Airport
20638,LBA,Leeds Bradford Airport
20639,WRT,Warton Aerodrome
20641,CEG,Hawarden Airport
20642,IOM,Isle of Man Airport
20643,NCL,Newcastle Airport
20645,MME,Durham Tees Valley Airport
20647,EMA,East Midlands Airport
20654,VLY,Anglesey Airport
20657,KOI,Kirkwall Airport
20658,LSI,Sumburgh Airport
20659,WIC,Wick Airport
20660,ABZ,Aberdeen Dyce Airport
20661,INV,Inverness Airport
20662,GLA,Glasgow International Airport
20664,EDI,Edinburgh Airport
20665,ILY,Islay Airport
20667,PIK,Glasgow Prestwick Airport
20668,BEB,Benbecula Airport
