,iata_code,name
52398,BRA,Barreiras Airport
52399,BSS,Balsas Airport
52401,BMS,Sócrates Mariani Bittencourt Airport
52404,BQQ,Barra Airport
52411,0,Campo do Meio Airport
52421,CTP,Carutapera Airport
52426,CPU,Cururupu Airport
52429,QCH,Colatina Airport
52433,RDC,Redenção Airport
52444,LEP,Leopoldina Airport
52449,DTI,Diamantina Airport
52451,DIQ,Brigadeiro Cabral Airport
52459,CNV,Sócrates Rezende Airport
52468,0,Encanta Moça Airport
52496,0,Formiga Airport
52505,SXX,São Félix do Xingu Airport
52508,GUZ,Guarapari Airport
52511,GDP,Guadalupe Airport
52516,GNM,Guanambi Airport
52521,QGP,Garanhuns Airport
52533,ITN,Tertuliano Guedes de Pinho Airport
52560,IRE,Irecê Airport
52564,QIG,Iguatu Airport
52572,QIT,Itapetinga Airport
52577,IPU,Ipiaú Airport
52584,JCM,Jacobina Airport
52586,FEC,João Durval Carneiro Airport
52592,JEQ,Jequié Airport
52595,JNA,Januária Airport
52599,JDR,Prefeito Octávio de Almeida Neves Airport
52612,CMP,Santana do Araguaia Airport
52616,CDI,Cachoeiro do Itapemirim Airport
52619,0,Colinas Airport
52621,QCP,Currais Novos Airport
52648,SSO,São Lourenço Airport
52659,MTE,Monte Alegre Airport
52677,0,Monte Santo de Minas Airport
52679,MVS,Mucuri Airport
52682,SBJ,São Mateus Airport
52684,PTQ,Porto de Moz Airport
52704,NNU,Nanuque Airport
52711,0,Morro do Chapéu Airport
52713,0,Oeiras Airport
52714,0,Ouro Fino Airport
52724,0,Propriá Airport
52727,PSW,Municipal José Figueiredo Airport
52729,FEJ,Novo Aeródromo de Feijó
52732,ORX,Oriximiná Airport
52736,0,Pastos Bons Airport
52737,PCS,Picos Airport
52738,POJ,Patos de Minas Airport
52743,0,Piatã Airport
52744,0,Patrocínio Airport
52749,0,Pompeu Airport
52755,0,Paraguaçu Airport
52758,PIV,Pirapora Airport
52761,SNQ,San Quintín Military Airstrip
52768,FLB,Cangapara Airport
52777,0,Fazenda São Francisco Airport
52791,PDF,Prado Airport
52802,0,Rio Paranaíba Airport
52807,CAU,Caruaru Airport
52810,0,Riachão Airport
52815,0,Sacramento Airport
52820,0,São José Airport
52835,SFK,Soure Airport
52844,TXF,9 de Maio - Teixeira de Freitas Airport
52847,OBI,Óbidos Airport
52853,TFL,Juscelino Kubitscheck Airport
52855,0,Buritirama Airport
52857,JPO,Aeroporto Brigadeiro Firmino Ayres
52892,VAL,Valença Airport
52894,0,Santa Maria da Vitória Airport
52897,0,Volta Grande Airport
52899,QID,Mélio Viana Airport
52909,BVS,Breves Airport
52919,CMC,Camocim Airport
52968,GGF,Almeirim Airport
52972,PHI,Pinheiro Airport
52990,GMS,Antônio Guerreiro Airport
52994,PPY,Pouso Alegre Airport
53015,ITE,Ituberá Airport
53035,BXX,Borama Airport
53036,GTA,Gatokae Airport
53037,SOA,Sóc Trăng Airport
53038,CAY,Cayenne – Félix Eboué Airport
53039,GSI,Grand-Santi Airport
53040,SOI,South Molle Island Helipad
53042,MPY,Maripasoula Airport
53043,OYP,Saint-Georges-de-l'Oyapock Airport
53044,LDX,Saint-Laurent-du-Maroni Airport
53045,REI,Régina Airport
53046,XAU,Saül Airport
53048,SOR,Al Thaurah Airport
53057,APE,San Juan Aposento Airport
53059,ALD,Alerta Airport
53060,AOP,Alferez FAP Alfredo Vladimir Sara Bauer Airport
53062,AYX,Teniente General Gerardo Pérez Pinedo Airport
53064,MBP,Moyobamba Airport
53066,BLP,Huallaga Airport
53068,IBP,Iberia Airport
53075,PCL,Cap FAP David Abenzur Rengifo International Airport
53082,TDP,Trompeteros Airport
53086,CHM,Teniente FAP Jaime A De Montreuil Morales Airport
53093,TGI,Tingo Maria Airport
53100,CIX,Capitan FAP Jose A Quinones Gonzales International Airport
53102,AYP,Coronel FAP Alfredo Mendivil Duarte Airport
53105,ANS,Andahuaylas Airport
53106,ATA,Comandante FAP German Arias Graziani Airport
53108,UMI,Quince Air Base
53109,LIM,Jorge Chávez International Airport
53116,UCZ,Uchiza Airport
53117,RIJ,Juan Simons Vela Airport
53119,JAE,Shumba Airport
53120,JJI,Juanjui Airport
53121,JAU,Francisco Carle Airport
53122,JUL,Inca Manco Capac International Airport
53123,SJA,San Juan de Marcona Airport
53124,CJA,Mayor General FAP Armando Revoredo Iglesias Airport
53129,RIM,San Nicolas Airport
53130,ILQ,Ilo Airport
53134,TBP,Capitan FAP Pedro Canga Rodriguez Airport
53135,MZA,Mayor PNP Nancy Flores Paucar Airport
53136,SMG,Santa Maria Airport
53137,YMS,Moises Benzaquen Rengifo Airport
53138,HUU,Alferez Fap David Figueroa Fernandini Airport
53146,SQU,Saposoa Airport
53162,CHH,Chachapoyas Airport
53168,IQT,Coronel FAP Francisco Secada Vignetta International Airport
53169,AQP,Rodríguez Ballón International Airport
53174,TRU,Capitan FAP Carlos Martinez De Pinillos International Airport
53182,PIO,Capitán FAP Renán Elías Olivera International Airport
53184,TPP,Cadete FAP Guillermo Del Castillo Paredes Airport
53185,SYC,Shiringayoc Airport
53189,TCQ,Coronel FAP Carlos Ciriani Santa Rosa International Airport
53193,PEM,Padre Aldamiz International Airport
53196,PIU,Capitán FAP Guillermo Concha Iberico International Airport
53203,TYL,Capitan Montes Airport
53206,NZC,Maria Reiche Neuman Airport
53208,CUZ,Alejandro Velasco Astete International Airport
53210,SQD,Shangrao Sanqingshan Airport
53211,SQJ,Shaxian Airport
53212,SQT,China Strait Airstrip
53217,AAJ,Cayana Airstrip
53218,KCB,Tepoe Airstrip
53219,SRF,Hamilton Field
53220,SRL,Palo Verde Airport
53221,SRM,Sandringham Airport
53222,SRU,Santa Cruz Sky Park
53223,SRV,Stony River 2 Airport
53276,CZB,Carlos Ruhl Airport
53281,APU,Captain João Busse Airport
53296,BGV,Aeroclube de Bento Gonçalves Airport
53301,BNU,Blumenau Airport
53307,0,Bandeirantes Airport
53326,CCI,Concórdia Airport
53327,CSS,Cassilândia Airport
53329,QCN,Canela Airport
53331,CKO,Cornélio Procópio Airport
53356,DOU,Dourados Airport
53383,0,São Sepé Airport
53385,ERM,Erechim Airport
53395,FBE,Francisco Beltrão Airport
53443,QGA,Guaíra Airport
53470,HRZ,Walter Bündchen Airport
53480,IJU,Ijuí Airport
53484,ITQ,Itaqui Airport
53494,JCB,Santa Terezinha Airport
53504,0,Júlio de Castilho Airport
53531,CBW,Campo Mourão Airport
53537,QDB,Cachoeira do Sul Airport
53539,QCR,Curitibanos Airport
53541,OAL,Cacoal Airport
53545,0,Laguna Airport
53558,LOI,Helmuth Baungarten Airport
53564,ALQ,Alegrete Novo Airport
53602,QGF,Montenegro Airport
53603,QHV,Novo Hamburgo Airport
53611,0,Nova Prata Airport
53624,SQX,São Miguel do Oeste Airport
53626,APX,Arapongas Airport
53647,PTO,Juvenal Loureiro Cardoso Airport
53652,PNG,Paranaguá Airport
53654,PVI,Paranavaí Airport
53659,PBB,Paranaíba Airport
53682,0,Tanque Novo Airport
53683,0,Mundo Novo Airport
53688,QAC,Castro Airport
53714,SQY,São Lourenço do Sul Airport
53718,SSS,Siassi Airport
53720,JBS,São Borja Airport
53721,CSU,Santa Cruz do Sul Airport
53722,0,Soledade Airport
53725,0,São Gabriel Airport
53739,0,Sertanópolis Airport
53750,TJL,Plínio Alarcom Airport
53752,0,Três Passos Airport
53763,SSU,Greenbrier Airport
53774,UMU,Umuarama Airport
53776,ZFU,Unifly Heliport
53784,0,Usina Mandu Airport
53787,SSV,Siasi Airport
53796,VIA,Videira Airport
53801,0,Veranópolis Airport
53803,CTQ,Santa Vitória do Palmar Airport
53805,QVR,Volta Redonda Airport
53812,0,Fazenda Três Barras Airport
53832,0,Caçapava do Sul Airport
53843,0,Sarandi Airport
53862,AXE,Xanxerê Airport
53865,AAG,Avelino Vieira Airport
53904,SRA,Santa Rosa Airport
53905,0,Centenário do Sul Airport
53909,PGZ,Ponta Grossa Airport - Comandante Antonio Amilton Beraldo
53915,ATI,Artigas International Airport
53919,BUV,Bella Union Airport
53920,CYR,Laguna de Los Patos International Airport
53926,DZO,Santa Bernardina International Airport
53933,PDP,Capitan Corbeta CA Curbelo International Airport
53936,MLZ,Cerro Largo International Airport
53937,MVD,Carrasco International /General C L Berisso Airport
53941,PDU,Tydeo Larre Borges Airport
53943,RVY,Presidente General Don Oscar D. Gestido International Airport
53946,STY,Nueva Hesperides International Airport
53947,TAW,Tacuarembo Airport
53949,TYT,Treinta y Tres Airport
53951,VCH,Vichadero Airport
53954,SUZ,Suria Airport
53963,AGV,Oswaldo Guevara Mujica Airport
53971,AAO,Anaco Airport
53976,LPJ,Armando Schwarck Airport
53985,BLA,General José Antonio Anzoategui International Airport
53991,BNS,Barinas Airport
53995,BRM,Barquisimeto International Airport
54000,MYC,Escuela Mariscal Sucre Airport
54007,CBL,"Aeropuerto ""General Tomas de Heres"". Ciudad Bolivar"
54008,CXA,Caicara del Orinoco Airport
54009,ZRZ,Zaraza Airport
54010,CUV,Casigua El Cubo Airport
54015,CLZ,Calabozo Airport
54017,CAJ,Canaima Airport
54018,VCR,Carora Airport
54019,CUP,General Francisco Bermúdez Airport
54021,CZE,José Leonardo Chirinos Airport
54024,CUM,Cumaná (Antonio José de Sucre) Airport
54042,PPZ,Puerto Paez Airport
54044,EOR,El Dorado Airport
54060,EOZ,Elorza Airport
54074,GDO,Guasdalito Airport
54078,GUI,Guiria Airport
54083,GUQ,Guanare Airport
54090,HGE,Higuerote Airport
54103,ICA,Icabarú Airport
54104,ICC,Andrés Miguel Salazar Marcano Airport
54106,LSP,Josefa Camejo International Airport
54115,KAV,Kavanayen Airport
54127,LFR,La Fria Airport
54147,MAR,La Chinita International Airport
54148,MRD,Alberto Carnevalli Airport
54151,PMV,Del Caribe Santiago Mariño International Airport
54153,CCS,Simón Bolívar International Airport
54163,MUN,Maturín Airport
54193,CBS,Oro Negro Airport
54202,PYH,Cacique Aramare Airport
54204,PBL,General Bartolome Salom International Airport
54206,PDZ,Pedernales Airport
54209,PPH,Perai-Tepuy Airport
54214,SCI,Paramillo Airport
54218,PZO,General Manuel Carlos Piar International Airport
54220,PTM,Palmarito Airport
54262,LRV,Los Roques Airport
54269,SVS,Stevens Village Airport
54270,SVZ,San Antonio Del Tachira Airport
54271,SBB,Santa Bárbara de Barinas Airport
54274,SNV,Santa Elena de Uairen Airport
54284,STD,Mayor Buenaventura Vivas International Airport
54285,SNF,Sub Teniente Nestor Arias Airport
54287,SFD,San Fernando De Apure Airport
54289,SOM,San Tomé Airport
54294,STB,Santa Bárbara del Zulia Airport
54296,TUV,Tucupita Airport
54304,TMO,Tumeremo Airport
54315,URM,Uriman Airport
54319,VLN,Arturo Michelena International Airport
54322,VIG,Juan Pablo Pérez Alfonso Airport
54325,VLV,Dr. Antonio Nicolás Briceño Airport
54327,VDP,Valle de La Pascua Airport
54368,0,Buriti Alegre Airport
54370,BAZ,Barcelos Airport
54373,LCB,Pontes e Lacerda Airport
54384,RBB,Borba Airport
54393,CAF,Carauari Airport
54409,CQS,Costa Marques Airport
54418,0,Ceres Airport
54430,DMT,Diamantino Airport
54431,DNO,Dianópolis Airport
54443,SWE,Siwea Airport
54451,ERN,Eirunepé Airport
54453,CQA,Canarana Airport
54491,SXO,São Félix do Araguaia Airport
54494,SWG,Satwag Airport
54501,GRP,Gurupi Airport
54506,AUX,Araguaína Airport
54531,GGB,Olhos D`água Airport
54534,HUW,Humaitá Airport
54538,0,Iaciara Airport
54544,IPG,Ipiranga Airport
54557,IDO,Santa Izabel do Morro Airport
54565,JPR,Ji-Paraná Airport
54570,JIA,Juína Airport
54577,JRN,Juruena Airport
54579,JTI,Jataí Airport
54585,CCX,Cáceres Airport
54593,CIZ,Coari Airport
54598,TLZ,Catalão Airport
54601,0,Corixá Airport
54605,LBR,Lábrea Airport
54606,RVD,General Leite de Castro Airport
54642,MBZ,Maués Airport
54646,NVP,Novo Aripuanã Airport
54656,BCR,Novo Campo Airport
54662,NQL,Niquelândia Airport
54664,APS,Anápolis Airport
54673,FBA,Fonte Boa Airport
54702,PBV,Porto dos Gaúchos Airport
54704,PIN,Parintins Airport
54708,PBQ,Pimenta Bueno Airport
54712,PBX,Fazenda Piraguassu Airport
54746,SWR,Silur Airport
54747,AAI,Arraias Airport
54750,ROO,Maestro Marinho Franco Airport
54761,AIR,Aripuanã Airport
54780,OPS,Presidente João Batista Figueiredo Airport
54790,STZ,Santa Terezinha Airport
54812,IRZ,Tapuruquara Airport
54815,TGQ,Tangará da Serra Airport
54817,AZL,Fazenda Tucunaré Airport
54821,QHN,Taguatinga Airport
54823,SQM,São Miguel do Araguaia Airport
54847,MTG,Vila Bela da Santíssima Trindade Airport
54848,VLP,Vila Rica Airport
54910,MBK,Regional Orlando Villas Boas Airport
54918,NOK,Xavantina Airport
54949,SWZ,Western Sydney International (Nancy Bird Walton) Airport
54976,SXH,Sehulea Airport
54977,SXP,Nunam Iqua Airport
54987,AHL,Aishalton Airport
54989,NAI,Annai Airport
54992,SYB,Seal Bay Seaplane Base
54994,BMJ,Baramita Airport
54995,GFO,Bartica A Airport
54996,GEO,Cheddi Jagan International Airport
55000,SYF,Silva Bay Seaplane Base
55001,OGL,Eugene F. Correira International Airport
55002,IMB,Imbaimadai Airport
55005,KAR,Kamarang Airport
55006,KRM,Karanambo Airport
55007,KRG,Karasabai Airport
55008,KTO,Kato Airport
55010,KKG,Konawaruk Airport
55011,SYL,Roberts Army Heliport
55013,LUB,Lumid Pau Airport
55014,LTM,Lethem Airport
55015,USI,Mabaruma Airport
55016,MHA,Mahdia Airport
55017,VEG,Maikwak Airport
55018,MYM,Monkey Mountain Airport
55021,MWJ,Matthews Ridge Airport
55023,SYN,Stanton Airfield
55024,QSX,New Amsterdam Airport
55025,ORJ,Orinduik Airport
55027,PMT,Paramakatoi Airport
55028,PRR,Paruima Airport
55029,SDC,Sand Creek Airport
55030,SKM,Skeldon Airport
55032,SZN,Santa Cruz Island Airport
55033,SZP,Santa Paula Airport
55158,TAA,Tarapaina Airport
55159,TAO,Qingdao Jiaodong International Airport
55160,ANU,V.C. Bird International Airport
55161,BBQ,Codrington Airport
55163,TBA,Tabibuga Airport
55164,TBE,Timbunke Airport
55165,BGI,Grantley Adams International Airport
55167,TBQ,Tarabo Airport
55168,TBV,Tabal Airstrip
55169,TCK,Tinboli Airport
55170,TCT,Takotna Airport
55184,TDB,Tetebedi Airport
55185,DCF,Canefield Airport
55186,DOM,Douglas-Charles Airport
55187,TDS,Sasereme Airport
55288,TEO,Terapo Airport
55294,TFB,Tifalmin Airport
55295,DSD,La Désirade Airport
55296,BBR,Baillif Airport
55297,SFC,St-François Airport
55298,FDF,Martinique Aimé Césaire International Airport
55299,SFG,Grand Case-Espérance Airport
55300,SBH,Gustaf III Airport / Saint Barthélemy Rémy de Haenen Airport
55301,GBJ,Les Bases Airport
55302,PTP,Pointe-à-Pitre Le Raizet
55303,LSS,Terre-de-Haut Airport
55305,TGL,Tagula Airport
55306,GND,Point Salines International Airport
55307,CRU,Lauriston Airport
55328,THW,Trincomalee Harbor Waterdrome
55329,TIG,Tingwon Airport
55330,STT,Cyril E. King Airport
55331,STX,Henry E Rohlsen Airport
55343,ARE,Antonio Nery Juarbe Pol Airport
55344,BQN,Rafael Hernandez Airport
55345,TJC,Ticantiki Airport
55347,CPX,Benjamin Rivera Noriega Airport
55349,SIG,Fernando Luis Ribas Dominicci Airport
55350,MAZ,Eugenio Maria De Hostos Airport
55351,PSE,Mercedita Airport
55352,NRR,José Aponte de la Torre Airport
55353,SJU,Luis Munoz Marin International Airport
55354,VQS,Antonio Rivera Rodriguez Airport
55355,TKE,Tenakee Seaplane Base
55356,TKL,Taku Lodge Seaplane Base
55357,SKB,Robert L. Bradshaw International Airport
55358,NEV,Vance W. Amory International Airport
55361,TLP,Tumolbil Airport
55362,SLU,George F. L. Charles Airport
55363,UVF,Hewanorra International Airport
55364,TLT,Tuluksak Airport
55396,KEA,Kerki Airport
55403,NBE,Enfidha - Hammamet International Airport
55503,AUA,Queen Beatrix International Airport
55504,BON,Flamingo International Airport
55505,CUR,Hato International Airport
55506,EUX,F. D. Roosevelt Airport
55507,SXM,Princess Juliana International Airport
55508,SAB,Juancho E. Yrausquin Airport
55509,TNW,Jumandy Airport
55510,TOK,Torokina Airport
55511,TOV,Tortola West End Seaplane Base
55512,PTA,Port Alsworth Airport
55513,TPT,Tapeta Airport
55514,AXA,Clayton J Lloyd International Airport
55531,BGG,Bingöl Çeltiksuyu Airport
55539,OGU,Ordu Giresun Airport
55540,IGD,Iğdır Airport
55610,MNI,John A. Osborne Airport
55711,TSG,Tanacross Airport
55712,TSI,Tsile Tsile Airport
55713,TSK,Taskul Airport
55729,TAB,Tobago-Crown Point Airport
55730,POS,Piarco International Airport
55731,TTW,Tissa Tank Waterdrome
55732,TUE,Tupile Airport
55733,TUJ,Tum Airport
55734,NGD,Captain Auguste George Airport
55735,EIS,Terrance B. Lettsome International Airport
55736,VIJ,Virgin Gorda Airport
55737,TUT,Tauta Airport
55739,BR-,Tucuma Airport
55742,SVD,Argyle International Airport
55743,BQU,J F Mitchell Airport
55744,CIW,Canouan Airport
55745,MQS,Mustique Airport
55746,UNI,Union Island International Airport
55749,DSX,Dongsha Island (Pratas Island) Airport
55795,CMJ,Qimei Airport
55796,TWC,Tumxuk Tangwangcheng Airport
55797,TWH,Two Harbors Amphibious Terminal
55897,BDA,L.F. Wade International International Airport
55898,TYE,Tyonek Airport
56042,GIT,Mchauru Airport
56043,LUY,Lushoto Airport
56044,TZO,Tsimiroro Airport
56046,DBS,Dubois Municipal Airport
56117,MXR,Myrhorod Air Base
56118,KHU,Kakhnovka Airfield
56251,ALA,Almaty Airport
56252,BXH,Balkhash Airport
56253,BXJ,Boralday Airport
56256,NQZ,Nursultan Nazarbayev International Airport
56257,KOV,Kokshetau Airport
56258,PPK,Petropavl Airport
56260,DMB,Taraz Airport
56261,UAE,Mount Aue Airport
56264,IKU,Issyk-Kul International Airport
56265,FRU,Manas International Airport
56266,OSS,Osh Airport
56270,CIT,Shymkent Airport
56271,HSA,Hazrat Sultan International Airport
56272,DZN,Zhezkazgan Airport
56273,KGF,Sary-Arka Airport
56275,KZO,Kyzylorda Airport
56276,URA,Uralsk Airport
56278,EKB,Ekibastuz Airport
56279,UKK,Ust-Kamennogorsk Airport
56280,PWQ,Pavlodar Airport
56281,PLX,Semipalatinsk Airport
56282,SZI,Zaysan Airport
56284,SCO,Aktau Airport
56285,GUW,Atyrau Airport
56287,AKX,Aktobe Airport
56288,AYK,Arkalyk North Airport
56290,KSN,Kostanay West Airport
56297,GYD,Heydar Aliyev International Airport
56298,KVD,Ganja International Airport
56299,LLK,Lankaran International Airport
56300,NAJ,Nakhchivan Airport
56301,GBB,Gabala International Airport
56302,ZTU,Zaqatala International Airport
56303,YLV,Yevlakh Airport
56304,UBI,Buin Airport
56307,LWN,Shirak International Airport
56309,EVN,Zvartnots International Airport
56311,BQJ,Batagay Airport
56317,SUK,Sakkyryr Airport
56318,UKG,Ust-Kuyga Airport
56321,TLK,Talakan Airport
56325,ADH,Aldan Airport
56327,YKS,Yakutsk Airport
56337,NER,Chulman Airport
56339,MQJ,Moma Airport
56343,GYG,Magan Airport
56345,OLZ,Olyokminsk Airport
56348,USR,Ust-Nera Airport
56349,UMS,Ust-Maya Airport
56351,VHV,Verkhnevilyuisk Airport
56353,NYR,Nyurba Airport
56355,SUY,Suntar Airport
56357,VYI,Vilyuisk Airport
56367,ULK,Lensk Airport
56368,ONK,Olenyok Airport
56369,PYJ,Polyarny Airport
56370,MJZ,Mirny Airport
56371,SYS,Saskylakh Airport
56375,BGN,Belaya Gora Airport
56377,SEK,Srednekolymsk Airport
56379,CKH,Chokurdakh Airport
56381,CYX,Cherskiy Airport
56382,IKS,Tiksi Airport
56383,ZKP,Zyryanka Airport
56392,KHX,Savannah Airstrip
56403,OYG,Moyo Airport
56412,UGB,Ugashik Bay Airport
56414,KUT,Kopitnari Airport
56418,BUS,Batumi International Airport
56419,SUI,Sukhumi Babushara /  Vladislav Ardzinba International Airport
56420,TBS,Tbilisi International Airport
56427,BQS,Ignatyevo Airport
56429,GDG,Magdagachi Airport
56435,TYD,Tynda Airport
56439,KHV,Khabarovsk Novy Airport
56448,KXK,Komsomolsk-on-Amur Airport
56449,GVN,Sovetskaya Gavan (Maygatka) Airport
56451,DYR,Ugolny Yuri Ryktheu Airport
56452,PVS,Provideniya Bay Airport
56458,KPW,Keperveem Airport
56460,GDX,Sokol Airport
56462,KVM,Markovo Airport
56463,PWE,Pevek Airport
56467,SWV,Severo-Evensk Airport
56470,BQG,Bogorodskoye Airport
56471,NLI,Nikolayevsk-na-Amure Airport
56474,OHO,Okhotsk Airport
56484,PKC,Yelizovo Airport
56489,BVV,Burevestnik Airport
56490,OHH,Okha Airport
56491,ITU,Iturup Airport
56492,EKS,Shakhtyorsk Airport
56493,DEE,Yuzhno-Kurilsk Mendeleyevo Airport
56494,ZZO,Zonalnoye Airport
56495,UUS,Yuzhno-Sakhalinsk Airport
56496,AEM,Amgu Airport
56497,ETL,Svetlaya Airport
56499,EDN,Yedinka Airport
56500,KVR,Kavalerovo Airport
56501,TLY,Plastun Airport
56502,NEI,Terney Airport
56503,VVO,Vladivostok International Airport
56504,HTA,Chita-Kadala Airport
56513,BTK,Bratsk Airport
56514,UIK,Ust-Ilimsk Airport
56517,IKT,Irkutsk Airport
56519,ODO,Bodaybo Airport
56520,ERG,Yerbogachen Airport
56521,KCK,Kirensk Airport
56523,RZH,Preobrazheniye Airport
56527,UKX,Ust-Kut Airport
56530,UUD,Ulan-Ude Airport (Mukhino)
56531,UJE,Ujae Atoll Airport
56532,UJN,Uljin Airport
56535,KBP,Boryspil International Airport
56536,DOK,Donetsk Sergei Prokofiev International Airport
56537,KRQ,Kramatorsk Airport
56538,MPW,Mariupol International Airport
56539,SEV,Sievierodonetsk Airport
56540,VSG,Luhansk International Airport
56541,ERD,Berdyansk Airport
56542,DNK,Dnipropetrovsk International Airport
56543,OZH,Zaporizhzhia International Airport
56544,KWG,Kryvyi Rih International Airport
56545,UKS,Sevastopol International Airport / Belbek Air Base
56546,SIP,Simferopol International Airport
56549,KHC,Kerch Airport
56554,UKH,Mukhaizna Airport
56556,HRK,Kharkiv International Airport
56557,PLV,Suprunovka Airport
56558,UMY,Sumy Airport
56559,CKC,Cherkasy International Airport
56560,KGO,Kirovograd Airport
56562,IEV,Kiev Zhuliany International Airport
56563,GML,Gostomel Airport
56566,ZTR,Zhytomyr Airport
56567,UCK,Lutsk Airport
56568,HMJ,Khmelnytskyi Airport
56569,IFO,Ivano-Frankivsk International Airport
56570,LWO,Lviv International Airport
56571,CWC,Chernivtsi International Airport
56572,RWN,Rivne International Airport
56574,UDJ,Uzhhorod International Airport
56576,KHE,Kherson International Airport
56578,NLV,Mykolaiv International Airport
56579,ODS,Odessa International Airport
56581,CEJ,Chernihiv Shestovytsia Airport
56583,VIN,Vinnytsia/Gavyryshivka Airport
56584,ARH,Talagi Airport
56588,LDG,Leshukonskoye Airport
56589,NNM,Naryan Mar Airport
56594,CSH,Solovki Airport
56597,CEE,Cherepovets Airport
56603,AMV,Amderma Airport
56605,VRI,Varandey Airport
56608,ULH,Majeed Bin Abdulaziz Airport
56611,KSZ,Kotlas Airport
56615,LED,Pulkovo Airport
56620,KVK,Kirovsk-Apatity Airport
56621,MMK,Murmansk Airport
56627,NVR,Novgorod Airport
56630,VLU,Velikiye Luki Airport
56631,PKV,Pskov Airport
56633,PES,Petrozavodsk Airport
56647,VGD,Vologda Airport
56651,BQT,Brest Airport
56654,GME,Gomel Airport
56656,VTB,Vitebsk Vostochny Airport
56657,KGD,Khrabrovo Airport
56661,GNA,Hrodna Airport
56662,MHP,Minsk 1 Airport
56664,MSQ,Minsk National Airport
56668,MVQ,Mogilev Airport
56669,ABA,Abakan International Airport
56672,BAX,Barnaul Airport
56674,RGK,Gorno-Altaysk Airport
56681,KEJ,Kemerovo Airport
56687,EIE,Yeniseysk Airport
56689,TGP,Podkamennaya Tunguska Airport
56696,KJA,Krasnoyarsk International Airport
56699,ACS,Achinsk Airport
56700,KYZ,Kyzyl Airport
56705,OVB,Tolmachevo Airport
56707,OMS,Omsk Central Airport
56714,SWT,Strezhevoy Airport
56715,TOF,Bogashevo Airport
56716,NOZ,Spichenkovo Airport
56717,DKS,Dikson Airport
56721,HTG,Khatanga Airport
56724,IAA,Igarka Airport
56725,NSK,Norilsk-Alykel Airport
56727,THX,Turukhansk Airport
56729,URB,Urubupunga Airport
56730,AAQ,Anapa Vityazevo Airport
56731,EIK,Yeysk Airport
56733,GDZ,Gelendzhik Airport
56735,KRR,Krasnodar Pashkovsky International Airport
56741,MCX,Uytash Airport
56742,MRV,Mineralnyye Vody Airport
56743,NAL,Nalchik Airport
56744,OGZ,Beslan Airport
56746,IGT,Magas Airport
56747,STW,Stavropol Shpakovskoye Airport
56753,ROV,Platov International Airport
56754,RVI,Rostov-on-Don Airport
56756,TGK,Taganrog Yuzhny Airport
56758,VLK,Volgodonsk Airport
56759,AER,Sochi International Airport
56760,ASF,Astrakhan Airport
56761,ESL,Elista Airport
56762,VOG,Volgograd International Airport
56861,LHU,Havasu Airpark
57133,BNH,Cape Air Seaplanes on Boston Harbor Seaplane Base
57334,XWA,Williston Basin International Airport
57763,RTL,Spirit Lake Municipal Airport
61784,BPA,Grumman Bethpage Airport
61808,CEK,Chelyabinsk Balandino Airport
61810,MQF,Magnitogorsk International Airport
61812,SBT,Sabetta International Airport
61813,BVJ,Bovanenkovo
61814,SLY,Salekhard Airport
61817,YMK,Mys Kamenny Airport
61820,KKQ,Krasnoselkup Airport
61822,TQL,Tarko-Sale Airport
61824,UEN,Urengoy Airport
61826,EZV,Berezovo Airport
61827,HMA,Khanty Mansiysk Airport
61828,IRM,Igrim Airport
61831,NYA,Nyagan Airport
61832,OVS,Sovetskiy Airport
61833,URJ,Uray Airport
61834,EYK,Beloyarskiy Airport
61835,IJK,Izhevsk Airport
61836,KVX,Pobedilovo Airport
61837,NYM,Nadym Airport
61838,NUX,Novy Urengoy Airport
61839,NJC,Nizhnevartovsk Airport
61840,RAT,Raduzhny Airport
61841,USO,Usino Airport
61843,PEE,Perm International Airport
61846,KGP,Kogalym International Airport
61847,NFG,Nefteyugansk Airport
61848,NOJ,Noyabrsk Airport
61849,SGC,Surgut Airport
61853,SVX,Koltsovo Airport
61854,RMZ,Remezov Airport
61856,TOX,Tobolsk Airport
61857,TJM,Roshchino International Airport
61859,KRO,Kurgan Airport
61887,BKN,Balkanabat Airport
61890,KSQ,Qarshi Airport
61899,GMV,Monument Valley Airport
61964,ASB,Ashgabat International Airport
61965,KRW,Turkmenbashi International Airport
61966,MYP,Mary International Airport
61967,TAZ,Daşoguz Airport
61968,CRZ,Türkmenabat International Airport
61969,DYU,Dushanbe Airport
61970,TJU,Kulob Airport
61971,LBD,Khujand Airport
61972,KQT,Qurghonteppa International Airport
61973,AZN,Andizhan Airport
61974,FEG,Fergana International Airport
61976,NMA,Namangan Airport
61978,NCU,Nukus Airport
61980,UGC,Urgench Airport
61981,NVI,Navoi Airport
61982,BHK,Bukhara Airport
61986,AFS,Sugraly Airport
61988,SKD,Samarkand Airport
61989,TMJ,Termez Airport
61992,TAS,Tashkent International Airport
61993,UTU,Ustupo Airport
61994,KMW,Kostroma Sokerkino Airport
61995,BKA,Bykovo Airport
61996,KLF,Grabtsevo Airport
61998,IWA,Ivanovo South Airport
61999,RYB,Staroselye Airport
62003,BZK,Bryansk Airport
62005,ZIA,Zhukovsky International Airport
62006,DME,Domodedovo International Airport
62007,IAR,Tunoshna Airport
62008,SVO,Sheremetyevo International Airport
